Make,Model,Total.Fatal.Injuries,Total.Serious.Injuries,Total.Minor.Injuries,Total.Uninjured,Aircraft.damage,Broad.phase.of.flight
Cessna,150G,0,0,0,1,Substantial,Cruise
Mooney,M20E,0,0,0,1,Substantial,Landing
Piper,PA-20,0,0,1,0,Substantial,Cruise
Gulfstream,G-164A,0,0,0,1,Substantial,Landing
Cessna,152,0,0,0,1,Substantial,Takeoff
Cessna,170B,0,0,0,2,Substantial,Landing
Cessna,210,0,0,0,4,Substantial,Landing
Grumman American,AA-1B,0,0,2,0,Substantial,Climb
Mcdonnell Douglas,DC 8-61,0,0,0,186,Minor,Climb
Ryan,NAVION A,2,0,0,0,Destroyed,Descent
Cessna,A188B,0,0,0,1,Destroyed,Approach
Rotec,RALLY 3,0,0,0,1,Substantial,Cruise
Vans Aircraft,RV-3A,0,0,0,1,Substantial,Maneuvering
Enstrom,F280C,0,0,2,1,Substantial,Takeoff
Piper,PA-38-112,0,0,0,1,Substantial,Takeoff
Piper,PA-31-350-T1020,0,1,1,0,Substantial,Approach
Piper,PA-32-300,0,0,0,3,Substantial,Landing
Cessna,150L,0,0,2,0,Destroyed,Landing
Piccard,AX-6,0,1,0,1,Unknown,Landing
Piper,PA-34-200,3,2,0,0,Destroyed,Takeoff
Cessna,182L,0,0,1,0,Destroyed,Takeoff
Burkhart Grob,G10Z ASTIR CS,0,0,0,1,Substantial,Approach
Piper,PA-38-112,0,0,0,1,Substantial,Landing
Helio,H-295,0,0,0,2,Substantial,Maneuvering
Homebuilt,ROTORCRAFT Z6,1,0,0,0,Substantial,Maneuvering
Balloon Works,FIREFLY AX-7,0,0,0,3,Substantial,Landing
Aeronca,7AC,0,0,0,1,Substantial,Go-around
Swearingen,SA226TC,0,0,8,6,Substantial,Landing
Cessna,150J,1,0,0,0,Destroyed,Maneuvering
Mooney,M20J,2,0,0,0,Destroyed,Cruise
Beech,A23-24,2,0,0,0,Destroyed,Landing
Piper,PA-28-161,2,0,0,0,Destroyed,Cruise
Eaa Biplane,P-2,1,0,0,0,Destroyed,Maneuvering
Bell,206B,0,0,3,0,Substantial,Cruise
Cessna,182RG,0,0,0,1,Substantial,Maneuvering
Piper,PA-12,0,0,0,1,Substantial,Cruise
Aeronca,7AC,0,0,1,0,Substantial,Landing
Cessna,152,0,0,0,2,Substantial,Taxi
Piper,PA-28-161,0,3,1,0,Substantial,Landing
Cessna,TU206G,0,0,0,3,Substantial,Landing
Piper,PA 28-140,0,0,4,0,Substantial,Cruise
Gray,J-3 TRAINER,0,0,0,2,Substantial,Maneuvering
Robinson,R-22,2,0,0,0,Destroyed,Cruise
Beech,23,0,2,0,0,Substantial,Approach
Cessna,152,0,0,0,1,Substantial,Landing
Piper,PA-601P,0,0,0,1,Substantial,Landing
Brown,SONERA II L,0,0,1,0,Substantial,Approach
Quickie,Q-2,0,1,0,0,Substantial,Takeoff
Quicksilver,QUICKSILVER MX II,0,0,0,2,Substantial,Takeoff
Raven,AX-9,0,1,0,6,Unknown,Landing
Weedhopper,1,0,1,0,0,Substantial,Takeoff
Cessna,172,0,0,0,4,Substantial,Landing
Piper,PA-22-150,0,0,0,4,Substantial,Other
Beech,35-C33,0,0,0,3,Substantial,Cruise
Beech,58,0,0,0,1,Substantial,Landing
Aero Commander,680W,0,0,0,1,Minor,Cruise
Bellanca,17-31A,2,0,0,0,Destroyed,Approach
Grumman,164B,0,0,0,1,Substantial,Landing
Cessna,152,0,0,0,1,Substantial,Landing
Rockwell,S-2R,0,0,0,1,Substantial,Takeoff
Piper,PA-36-285,0,0,1,0,Substantial,Takeoff
Cessna,T188C,0,0,0,1,Substantial,Takeoff
Piper,PA-31T1,0,0,0,3,Substantial,Landing
Gulfstream,COMMANDER 695,0,0,0,4,Substantial,Takeoff
Cessna,152,0,0,0,1,Substantial,Taxi
Bellanca,17-30A,0,0,0,2,Substantial,Landing
Cessna,T210,0,1,0,0,Destroyed,Landing
Douglas,DC-9-10,0,0,0,84,Unknown,Climb
Beech,E18,0,0,0,3,Minor,Taxi
Aero Commander,S-2R,0,0,0,1,Substantial,Landing
Cessna,152,0,0,0,1,Substantial,Landing
Piper,PA24-260,0,1,1,2,Substantial,Cruise
Cessna,A150M,0,1,1,0,Substantial,Go-around
Cessna,182,0,0,0,2,Substantial,Landing
Beech,D-18S,0,0,0,3,Substantial,Cruise
Fairchild Hiller,FH-1100,0,1,0,0,Destroyed,Cruise
Mitsubishi,MU-2B-60,2,0,0,0,Destroyed,Maneuvering
Lockheed,L-1011,0,0,0,588,Minor,Standing
Boeing,747,0,0,0,588,Minor,Taxi
Hughes,269A,0,0,0,2,Substantial,Maneuvering
Taylorcraft,BC12D,0,0,0,2,Substantial,Maneuvering
Piper,PA-28-180,0,0,0,1,Substantial,Taxi
Beech,K35,0,0,0,1,Substantial,Cruise
Cessna,421C,0,0,0,7,Substantial,Takeoff
Mitsubishi,MU-2B-40,0,0,0,6,Substantial,Landing
Cessna,402C,0,0,0,5,Minor,Cruise
Cessna,182,1,1,0,0,Destroyed,Maneuvering
Piper,PA-28-151,2,0,0,0,Destroyed,Cruise
Piper,PA-28,0,0,0,1,Destroyed,Takeoff
Piper,PA34-200T,0,0,0,3,Minor,Takeoff
Gemini Int'L.,HUMINGBIRD,0,1,0,1,Substantial,Takeoff
Stinson,10A,0,0,0,2,Substantial,Cruise
Molino Oy,PIK 20,0,0,0,1,Substantial,Approach
Cessna,172,0,0,0,2,Substantial,Landing
Cessna,150J,0,0,0,1,Substantial,Takeoff
Cessna,150G,0,1,1,0,Destroyed,Approach
Piper,J3C-65,1,0,0,0,Destroyed,Maneuvering
Mooney,M20J,0,3,1,0,Destroyed,Takeoff
Cessna,150M,1,1,0,0,Destroyed,Maneuvering
Piper,PA-28-140,1,1,0,0,Destroyed,Cruise
Cessna,172N,0,0,0,1,Substantial,Takeoff
Cessna,T210L,0,0,0,1,Substantial,Landing
Manta,FOXBAT,1,0,0,0,Substantial,Landing
Boeing,D75N1,0,0,0,1,Substantial,Cruise
Cessna,150,0,0,0,1,Substantial,Taxi
Waspair,HM-81 TOMCAT TOUR,0,1,0,0,Substantial,Takeoff
Britten-Norman,BN-2 MARK III,0,0,2,11,Minor,Cruise
Cessna,170B,2,0,0,0,Destroyed,Cruise
Boeing,737-200,0,0,0,82,Minor,Takeoff
Piper,PA-32R-300,1,0,0,0,Destroyed,Descent
Piper,PA-22,0,0,0,3,Substantial,Landing
American,AA-5B,0,0,0,1,Substantial,Maneuvering
Bell,206 B III,1,0,0,0,Destroyed,Descent
Cessna,210D,0,0,1,0,Substantial,Taxi
Mooney,M20F,0,0,0,2,Substantial,Taxi
Consolidated-Vultee,28-5ACF,0,0,0,5,Substantial,Cruise
Piper,PA-24-260,3,0,0,0,Destroyed,Cruise
Boeing,737-2H4,0,1,0,95,Minor,Landing
Cessna,150L,0,0,1,1,Destroyed,Go-around
Cessna,152,0,0,0,1,Substantial,Takeoff
Cessna,182,0,2,0,0,Substantial,Cruise
Taylorcraft,BC-65,0,0,0,2,Substantial,Landing
Cessna,U206G,0,2,0,1,Substantial,Takeoff
Beech,200,0,0,0,8,Substantial,Descent
Douglas,DC-3,0,0,0,29,Minor,Taxi
Murrayair,MA1B,1,0,0,0,Destroyed,Maneuvering
Beech,A36TC,3,0,0,0,Destroyed,Cruise
Mitsubishi,MU-2B-60,4,0,0,0,Destroyed,Cruise
Cessna,401,0,0,0,1,Substantial,Cruise
Air Tractor,AT-301,0,0,0,1,Substantial,Takeoff
Cessna,188B,0,0,0,2,Substantial,Takeoff
Cessna,C-337C,0,2,0,0,Destroyed,Go-around
Bellanca,17-30A,0,0,1,0,Destroyed,Approach
Beech,C24R,0,0,3,1,Destroyed,Approach
Kit Built (Rotorway),SCORPION 133,1,0,0,0,Destroyed,Maneuvering
Cessna,172,0,0,0,3,Substantial,Approach
Hughes,369D,0,0,0,2,Substantial,Maneuvering
Cessna,120,0,0,0,1,Substantial,Taxi
Cessna,182B,0,2,0,0,Substantial,Maneuvering
Stinson,108,0,0,0,2,Substantial,Landing
Piper,PA-24-400,1,0,0,0,Destroyed,Cruise
Cessna,182A,0,0,0,2,Destroyed,Takeoff
Ware Teenie,TWO,0,1,0,0,Destroyed,Cruise
Mooney,M20E,1,0,0,0,Destroyed,Cruise
Cessna,T210M,3,0,0,0,Destroyed,Cruise
Eagle Aircraft Co.,DW-1,0,0,0,1,Substantial,Maneuvering
Cessna,152,0,0,0,1,Substantial,Landing
Cessna,188,0,0,0,1,Substantial,Maneuvering
Cessna,150G,0,0,0,2,Substantial,Climb
Beech,A24R,0,0,2,0,Substantial,Landing
Beech,A-36,0,0,0,3,Substantial,Approach
Cessna,T-41B (R-172E),0,0,2,2,Substantial,Cruise
Aerospatiale,316B,0,0,0,3,Substantial,Landing
Piper,PA-34-200T,5,0,0,0,Destroyed,Approach
Piper,PA-31-350,0,0,0,4,Substantial,Approach
Piper,PA-32-300,0,0,0,6,Substantial,Climb
Cessna,210C,0,0,0,2,Substantial,Taxi
Cessna,150F,0,1,0,0,Substantial,Cruise
Piper,PA-18A-150,0,0,0,1,Substantial,Cruise
Cessna,R172K,0,0,0,3,Substantial,Landing
Cessna,185F,0,0,0,2,Substantial,Landing
Cessna,C-207A,0,0,0,9,Minor,Landing
Piper,PA-25,0,0,1,0,Substantial,Maneuvering
Piper,PA-18A-150,0,0,0,1,Substantial,Takeoff
Mooney,M20-K,0,0,0,2,Substantial,Landing
Cessna,182RG,0,0,0,4,Substantial,Descent
Mooney,M20J,0,0,0,1,Substantial,Takeoff
Cessna,152,1,0,0,0,Destroyed,Unknown
Piper,PA-28-161,0,0,0,3,Substantial,Takeoff
Beech,A56TC,0,0,0,3,Substantial,Landing
Beech,35,0,0,2,0,Substantial,Takeoff
Piper,PA-22,0,0,0,2,Substantial,Landing
Boeing,727-222,0,0,0,44,Minor,Taxi
Cessna,182 RG,0,0,1,0,Destroyed,Cruise
Stinson,10A,0,0,0,1,Destroyed,Takeoff
Champion,7ECA,1,0,0,0,Destroyed,Cruise
Beech,A36,2,0,0,0,Destroyed,Cruise
Aerospatiale,SA 315B,0,1,0,4,Unknown,Takeoff
Gates Learjet,25,2,0,0,0,Destroyed,Landing
Bell,47G2,0,1,1,0,Substantial,Landing
Piper,PA-18-150,0,0,2,0,Substantial,Landing
Stinson,108-2,0,0,1,2,Substantial,Landing
Cessna,152,0,0,0,1,Substantial,Takeoff
Grumman,G164 A,0,0,0,1,Substantial,Takeoff
Piper,PA-18A,0,0,1,0,Substantial,Maneuvering
Pterodactyl,ASCENDER II,1,0,0,0,Destroyed,Maneuvering
Cessna,182A,1,0,0,0,Destroyed,Takeoff
Cessna,150M,2,0,0,0,Destroyed,Cruise
Piper,PA-32-300,3,0,0,0,Destroyed,Cruise
Piper,PA-32-112,0,0,0,2,Substantial,Landing
Cessna,182,0,0,0,4,Substantial,Landing
Cassutt,III M SPORT,0,0,0,1,Substantial,Cruise
Enstrom,F-28C,0,0,0,1,Substantial,Landing
Beech,V35B,0,0,0,5,Substantial,Taxi
Cessna,195A,0,0,0,5,Substantial,Taxi
Piper,PA-24-260,0,0,0,2,Substantial,Approach
Cessna,172M,0,0,0,1,Substantial,Landing
"Anderson, Greenwood",51,0,0,0,1,Substantial,Taxi
Piper,PA-32-300,0,2,0,0,Substantial,Cruise
Cessna,170B,0,0,0,2,Substantial,Landing
Piper,PA-18-150,0,0,0,2,Substantial,Landing
Cessna,500,4,0,0,0,Destroyed,Approach
Taylorcraft,BC12-D,0,0,0,1,Substantial,Taxi
Continental Copters,MKIII,0,0,0,1,Substantial,Taxi
Cessna,T188C,0,1,0,0,Substantial,Maneuvering
Grumman American,G164-B,0,0,1,0,Substantial,Takeoff
Grumman,AA-5B,0,0,0,2,Substantial,Landing
Cessna,172N,0,0,0,3,Substantial,Takeoff
Partenavia,P68C/TC,0,0,1,4,Substantial,Approach
Glasair,SH2,2,0,0,0,Destroyed,Maneuvering
Cgs,HAWK,0,1,0,0,Destroyed,Takeoff
Douglas,DC-9-82,0,0,0,146,Unknown,Cruise
Piper,PA-28-140,0,2,1,0,Destroyed,Go-around
De Havilland,DHC-6,1,0,0,4,Unknown,Standing
Cessna,172N,3,0,0,0,Destroyed,Takeoff
Boeing,707-323C,0,1,0,190,Unknown,Descent
Cessna,180,0,1,1,0,Destroyed,Descent
Let,L-13,0,0,0,2,Substantial,Maneuvering
Cessna,T188C,0,1,0,0,Substantial,Maneuvering
Piper,PA-18-150,0,0,0,1,Substantial,Landing
Piper,PA-12,2,0,0,0,Substantial,Climb
Cessna,172H,0,1,1,0,Destroyed,Cruise
Piper,PA-28RT-201,2,0,0,0,Destroyed,Approach
Cessna,T310R,1,0,0,0,Destroyed,Approach
Cessna,182F,0,0,0,1,Substantial,Cruise
Cessna,T310R,0,0,0,4,Substantial,Cruise
Grumman American,AA-5B,1,1,2,0,Substantial,Maneuvering
Cessna,175,0,0,0,1,Substantial,Takeoff
Gates Learjet,35A,0,0,0,2,Minor,Descent
Erco,415C,0,0,0,1,Substantial,Cruise
Cessna,172G,0,0,0,1,Substantial,Go-around
Cessna,182H,0,0,0,2,Substantial,Takeoff
Bell,206L-1,0,0,0,6,Substantial,Approach
Cessna,152,0,0,0,2,Substantial,Maneuvering
Piper,PA-28-140,0,0,0,2,Substantial,Takeoff
Cessna,172,0,1,0,2,Substantial,Go-around
Piper,PA-60-601P,0,0,0,2,Destroyed,Landing
Cessna,182,1,0,0,0,Destroyed,Cruise
Cessna,172 PII,0,0,0,2,Substantial,Landing
Ercoupe (Eng & Research Corp.),G,0,0,0,1,Substantial,Cruise
Piper,PA 32-300,0,0,1,0,Substantial,Takeoff
Cessna,172M,0,0,0,1,Substantial,Cruise
Cessna,152B,0,0,0,1,Substantial,Landing
Rockwell,500B,0,0,0,1,Substantial,Landing
Mitchell,A-10,1,0,0,0,Destroyed,Approach
Aeronca,7AC,0,0,0,2,Substantial,Maneuvering
Piper,PA-23-150,0,0,0,2,Substantial,Takeoff
Cessna,150F,0,0,0,2,Substantial,Approach
Cessna,150,0,0,0,1,Substantial,Takeoff
Cessna,150H,0,0,0,2,Substantial,Landing
Cessna,182H,0,1,0,0,Substantial,Takeoff
Gates Learjet,35A,0,0,0,6,Substantial,Approach
Piper,PA-18,0,0,0,1,Substantial,Landing
Bell,206B,0,1,0,0,Substantial,Maneuvering
Wizard,J3,1,0,0,0,Destroyed,Takeoff
Hiller,UH12-E,0,0,0,1,Substantial,Cruise
Cessna,320D,0,0,0,2,Substantial,Landing
Cessna,150,0,0,0,1,Substantial,Maneuvering
Britten-Norman,BN-2A-8,2,1,0,0,Substantial,Cruise
Cessna,210L,0,0,0,2,Substantial,Climb
Piper,PA-32RT-300,6,0,0,0,Destroyed,Cruise
Rockwell,A-9B,0,1,0,0,Destroyed,Approach
Piper,PA32-300,6,0,0,0,Destroyed,Landing
Cessna,182,2,0,0,0,Destroyed,Cruise
Piper,PA-22-150,0,0,4,0,Destroyed,Takeoff
Cessna,172 I,0,0,0,2,Substantial,Approach
Piper,PA-28-140,0,0,0,3,Substantial,Landing
Cessna,152,0,0,1,0,Substantial,Maneuvering
Bell,47G-3B-1,0,0,1,0,Substantial,Maneuvering
Bell,206B,0,0,0,4,Substantial,Cruise
Cessna,172RG,1,0,0,0,Destroyed,Cruise
Piper,J3C-85,0,0,0,1,Substantial,Takeoff
Piper,PA-28-181,0,0,1,4,Substantial,Descent
Champion,7FC,0,0,0,1,Substantial,Landing
Piper,PA-28R-200,0,0,0,4,Substantial,Landing
Wizard,J-3,0,0,0,1,Substantial,Taxi
Walston,THORP T-18,0,0,1,0,Destroyed,Landing
Rolladen-Schneider,LS-4,1,0,0,0,Destroyed,Takeoff
Douglas,DC-8-71,0,0,0,245,Minor,Landing
Varga,2150A,0,0,0,3,Substantial,Approach
Piper,PA-28-236,0,0,0,4,Substantial,Landing
Beech,35-A33,0,0,0,1,Substantial,Landing
Cessna,150J,0,0,1,1,Substantial,Cruise
Great Lakes,2T-1A-2,0,0,0,2,Substantial,Landing
Cessna,175,0,0,0,2,Substantial,Cruise
Rotec,RALLY 3B,0,0,0,2,Substantial,Landing
Piper,PA-28-140E,0,0,0,4,Substantial,Takeoff
Pteradactyl,ASCENDER,1,0,0,0,Substantial,Climb
Cessna,310R,1,0,0,0,Destroyed,Cruise
Cessna,310Q,0,0,2,0,Destroyed,Cruise
Cessna,182RII,2,0,0,0,Destroyed,Cruise
Bell,206L-1,1,0,0,0,Destroyed,Takeoff
Cessna,U-206,0,0,0,1,Minor,Takeoff
Cessna,TU-206,0,0,0,2,Substantial,Landing
Piper,PA-28-181,0,0,2,0,Substantial,Landing
Cessna,172,0,0,0,4,Substantial,Landing
Cessna,210F,0,0,0,2,Substantial,Cruise
Grumman,G-164A,0,0,0,1,Substantial,Maneuvering
Cessna,150,0,1,1,0,Substantial,Takeoff
Cessna,402B,0,0,0,2,Substantial,Approach
Spencer,QUICKIE Q2,0,0,1,0,Substantial,Approach
Cessna,150M,0,0,0,1,Substantial,Landing
Cessna,170A,0,0,0,1,Substantial,Landing
Cessna,172M,0,0,0,3,Substantial,Landing
Cessna,152,0,0,0,1,Substantial,Landing
Rotec,RALLY 2B ULTRALIGHT,1,0,0,0,Destroyed,Cruise
Cessna,182P,1,0,1,0,Destroyed,Takeoff
Cessna,177RG,1,0,0,0,Destroyed,Unknown
Piper,PA-28RT-201,0,0,0,2,Substantial,Takeoff
Cessna,182P,0,0,0,4,Substantial,Landing
Cessna,182K,0,0,1,1,Substantial,Approach
Piper,PA-18-150,0,0,0,1,Substantial,Landing
Bell,47G-4A,0,0,0,2,Substantial,Approach
Beech,BE-58,0,0,0,3,Substantial,Landing
Beech,G18S,0,0,1,0,Destroyed,Takeoff
Piper,PA24-260,1,1,0,0,Destroyed,Approach
Smith,MINIPLANE,0,0,0,1,Substantial,Cruise
Cessna,182,0,0,0,1,Substantial,Landing
Mitsubishi,MU-2B-26,0,0,0,4,Substantial,Landing
Cessna,150,0,0,0,1,Substantial,Takeoff
Quickie,Q2,0,0,1,0,Substantial,Landing
Cessna,210K,0,0,1,0,Substantial,Approach
Cessna,182P,0,0,0,1,Substantial,Takeoff
Breezy,01,1,0,0,0,Destroyed,Takeoff
Cessna,182P,0,2,0,0,Destroyed,Approach
Beech,V35B,4,0,0,0,Destroyed,Go-around
Cessna,A188B,0,0,0,1,Substantial,Takeoff
Cessna,188B,0,0,0,1,Substantial,Takeoff
Piper,PA18-150,0,1,0,1,Substantial,Maneuvering
Piper,PA-28-140,0,0,1,0,Substantial,Approach
Cessna,152,0,0,0,1,Substantial,Landing
Cessna,R172E,0,1,0,0,Substantial,Cruise
Piper,PA-28-181,1,0,0,0,Destroyed,Go-around
Douglas,DC-8-63F,0,0,0,3,Unknown,Taxi
Brantly Helicopter,B2,0,0,0,2,Substantial,Takeoff
Aeronca,11BC,0,0,0,2,Substantial,Landing
Cessna,172,0,0,1,1,Substantial,Landing
Hughes,300C,0,0,0,2,Substantial,Maneuvering
Beech,76,0,0,0,2,Substantial,Takeoff
Beech,E-18S,0,0,0,13,Substantial,Unknown
Homebuilt,STARDUSTER TWO,0,0,0,1,Substantial,Landing
Piper,PA-28R-180,0,1,1,0,Substantial,Takeoff
Ercoupe (Eng & Research Corp.),415-C,0,0,1,1,Substantial,Cruise
Piper,PA-28-161,0,0,0,4,Substantial,Takeoff
Cessna,152,0,0,0,1,Substantial,Landing
Piper,PA-22,0,0,0,3,Substantial,Cruise
Piper,PA-28-181,0,0,0,1,Substantial,Landing
Beech,V35TC,0,2,0,0,Destroyed,Approach
Cessna,210L,0,1,1,2,Substantial,Standing
Schweizer,SGS-2-33A,0,0,0,2,Substantial,Approach
Cessna,150M,0,0,0,2,Substantial,Takeoff
Beech,H35,0,0,0,2,Substantial,Takeoff
Cessna,180,0,0,0,2,Substantial,Landing
Maule,M-5-220C,0,0,0,2,Substantial,Landing
Hughes,269A,0,0,0,1,Substantial,Maneuvering
Rotec,RALLY 2B,0,1,0,0,Substantial,Approach
Cessna,152,0,0,0,1,Substantial,Landing
Enstrom,F-28F,0,0,0,1,Substantial,Landing
Cessna,172M,0,0,0,2,Substantial,Landing
Piper,PA-28,0,0,0,4,Substantial,Landing
Piper,PA-32-300,1,0,0,0,Substantial,Cruise
Piper,PA-18,0,0,0,1,Substantial,Takeoff
Piper,PA 24-180,0,0,1,1,Destroyed,Approach
Logan,STEEN SKYBOLT,0,2,0,0,Destroyed,Maneuvering
Stinson,L-5,0,0,0,2,Substantial,Takeoff
Bellanca,7GBC,0,0,0,1,Substantial,Approach
Cessna,A188B,0,0,0,1,Substantial,Approach
Piper,PA-28-201T,0,0,0,3,Substantial,Landing
Weatherly,201C,0,0,0,1,Destroyed,Cruise
Hiller,12-E,0,0,0,3,Destroyed,Landing
Cessna,172N,0,0,2,0,Destroyed,Takeoff
Piper,PA-28R-201,0,0,0,3,Minor,Takeoff
Aero Commander,S-2R,0,0,0,1,Substantial,Landing
Grumman,G-44,0,0,1,0,Substantial,Landing
Beech,F33A,0,0,0,1,Substantial,Landing
Piper,PA-28-180,0,0,1,0,Substantial,Maneuvering
Grumman,G-164A,0,0,0,1,Substantial,Maneuvering
Beech,65-90,0,0,0,10,Substantial,Landing
Cessna,172P,3,0,0,0,Destroyed,Cruise
Pitts,S-15,1,0,0,0,Destroyed,Descent
Cessna,172K,0,0,1,0,Destroyed,Landing
Mooney,M20K,0,0,0,4,Substantial,Climb
Cessna,172D,0,0,0,1,Substantial,Landing
Cessna,182P,0,0,0,3,Substantial,Landing
Beech,95-B55,0,0,0,4,Substantial,Approach
Cessna,172,0,0,1,0,Substantial,Takeoff
Cessna,C-185F,0,0,0,1,Substantial,Takeoff
Hughes,300C,0,0,0,1,Destroyed,Takeoff
Beech,C-23,0,0,0,1,Destroyed,Landing
Cessna,152,0,0,0,2,Substantial,Takeoff
Piper,PA-23-250,0,0,1,0,Substantial,Landing
Piper,PA-38-112,0,0,0,2,Substantial,Takeoff
Grumman,G-164B,0,0,1,0,Substantial,Maneuvering
Beech,A-23,0,1,1,0,Substantial,Takeoff
Cessna,150M,0,0,0,2,Substantial,Takeoff
Beech,BE-19-180,0,0,0,1,Substantial,Landing
Cessna,182,0,0,0,1,Substantial,Takeoff
Bellanca,17-30,0,0,0,1,Substantial,Cruise
Piper,PA-28-140,2,1,0,0,Destroyed,Maneuvering
Aeronca,7AC,0,0,1,0,Destroyed,Takeoff
Cessna,A152,0,0,0,1,Destroyed,Landing
Cessna,172,0,0,1,3,Destroyed,Landing
Cessna,185,0,0,0,2,Minor,Cruise
Bellanca,8KCAB,0,0,0,1,Substantial,Takeoff
Cessna,182P,0,0,0,1,Substantial,Landing
Piper,PA-24-260,0,0,1,0,Substantial,Cruise
Cessna,172,0,0,0,3,Substantial,Maneuvering
Piper,J3C65,0,0,0,2,Substantial,Approach
Aeronca,7AC,0,0,0,1,Substantial,Landing
Cessna,172,0,0,0,2,Substantial,Landing
Schweizer,SGU 2-22E,0,1,0,0,Substantial,Landing
Piper,PA-38-112,0,0,2,0,Substantial,Landing
Cessna,185F,2,0,0,0,Destroyed,Takeoff
Piper,PA-28-180,1,0,0,0,Destroyed,Maneuvering
Varga,2150A,0,0,0,2,Substantial,Takeoff
Cessna,172B,0,0,0,1,Substantial,Landing
North American,T-6,0,0,0,1,Substantial,Landing
Cessna,180,0,0,0,4,Substantial,Cruise
Piper,PA-24,0,0,0,1,Substantial,Landing
Cessna,172P,0,0,0,4,Substantial,Approach
Aerosport,SCAMP,0,0,0,1,Substantial,Cruise
Grumman,G-164A,0,0,1,0,Destroyed,Cruise
Stinson,108-2,0,0,1,0,Destroyed,Takeoff
Piper,PA-18,0,1,0,0,Destroyed,Approach
Cessna,182H,0,0,0,3,Substantial,Landing
Globe,GC1B,0,0,0,1,Substantial,Taxi
Cessna,150,0,0,2,0,Substantial,Landing
Hiller,FH-1100,2,0,0,0,Destroyed,Cruise
Beech,A36,3,0,0,0,Destroyed,Approach
Cessna,340,3,0,0,0,Destroyed,Approach
Piper,PA-28R,0,0,0,3,Destroyed,Go-around
Maule,M-4-220C,0,0,0,2,Substantial,Takeoff
Cessna,CE-500,0,0,2,3,Substantial,Takeoff
Piper,PA-28-181,0,0,0,2,Substantial,Approach
Piper,PA-24-180,0,0,0,2,Substantial,Landing
Cessna,A-188B,0,0,0,1,Substantial,Maneuvering
Tuk Gregory,QUICKIE Q-2,0,0,0,1,Substantial,Maneuvering
Airmass,SUNBURST B,1,0,0,0,Destroyed,Maneuvering
Piper,PA-30B,0,0,0,2,Substantial,Landing
Cessna,172N,0,0,0,1,Substantial,Landing
Piper,J3C-65,0,0,0,2,Substantial,Maneuvering
Piper,PA-30,0,0,0,2,Substantial,Landing
Mooney,M20E,0,0,2,0,Substantial,Landing
Cessna,172N,0,0,3,1,Substantial,Approach
Cessna,A188B,0,0,0,1,Substantial,Takeoff
Enstrom,F-28A,0,0,0,2,Substantial,Landing
Cessna,414,0,0,0,6,Substantial,Landing
Boeing,A75N1,0,0,0,1,Substantial,Maneuvering
Swift,GC-1B,0,0,0,2,Substantial,Landing
Beech,D18S,0,1,1,0,Destroyed,Takeoff
Cessna,182,0,0,0,1,Substantial,Takeoff
Ultralight Flight,PHANTOM,0,1,0,0,Substantial,Takeoff
American,EAGLE 430B,1,0,0,0,Substantial,Unknown
Carter,PITTS SPECIAL S-1,0,0,0,1,Substantial,Landing
Cessna,150C,0,0,2,0,Substantial,Takeoff
Hughes,269B,0,0,0,1,Substantial,Landing
Grumman,G-164A,0,0,1,0,Substantial,Maneuvering
Beech,77,2,0,0,0,Destroyed,Takeoff
Piper,PA-28-181,4,0,0,0,Destroyed,Cruise
Piper,PA-25-235,0,0,0,1,Substantial,Maneuvering
Quickie,Q-2,0,0,0,1,Substantial,Go-around
Cessna,U206,0,0,0,2,Substantial,Landing
Hughes,500D,0,0,0,3,Substantial,Maneuvering
Cessna,C-172N,1,1,2,1,Destroyed,Go-around
Bell,47G-2,2,0,0,0,Destroyed,Unknown
Piper,PA-38-112,2,0,0,0,Destroyed,Maneuvering
Piper,PA-34-200T,4,0,0,0,Destroyed,Cruise
Grumman,G-164A,0,0,1,0,Destroyed,Maneuvering
Grumman,G-164A,0,0,0,1,Substantial,Cruise
Cessna,C-140,0,0,0,2,Substantial,Takeoff
Schweizer,SGS 1-26B,0,0,1,0,Substantial,Maneuvering
Beech,A36,0,1,1,0,Substantial,Takeoff
Piper,PA-18-150,0,0,0,2,Substantial,Takeoff
Piper,PA-28-140C,0,0,1,1,Substantial,Cruise
Piper,PA-24-250,1,0,2,0,Destroyed,Maneuvering
Beech,77,0,0,1,0,Destroyed,Cruise
Aero Commander,600 S-2D,0,1,0,0,Destroyed,Maneuvering
Schempp-Hirth,NIMBUS II,1,0,0,0,Destroyed,Takeoff
Cessna,177B,2,0,0,0,Destroyed,Descent
Cessna,172RG,0,0,1,3,Substantial,Landing
Gulfstream American,AA1B,0,0,0,2,Substantial,Takeoff
Cessna,182P,0,0,0,1,Substantial,Climb
Piper,PA-38-112,0,0,0,2,Substantial,Go-around
Cessna,180,0,0,0,1,Substantial,Takeoff
Rietman,WIDGET,1,0,0,0,Destroyed,Maneuvering
Piper,PA 32RT-300T,2,0,0,0,Destroyed,Cruise
Grumman,G-164A,0,0,0,1,Substantial,Maneuvering
Piper,PA-28-180,0,0,0,1,Substantial,Landing
Mooney,M20E,0,0,0,2,Substantial,Landing
Cessna,182A,0,0,1,0,Substantial,Takeoff
Piper,28-180,1,0,0,0,Destroyed,Cruise
Piper,PA-28-151,0,0,0,1,Substantial,Descent
Boland,MONG SPORT,0,0,0,1,Substantial,Approach
Hiller,UH-12E,0,0,0,1,Substantial,Maneuvering
