Make,Model,Total.Fatal.Injuries,Total.Serious.Injuries,Total.Minor.Injuries,Total.Uninjured,Aircraft.damage,Broad.phase.of.flight
Hughes,369D,0,0,2,0,Substantial,Descent
Cessna,150G,0,0,0,1,Substantial,Takeoff
Mooney,M20J,0,0,0,1,Substantial,Landing
Hughes,369D,0,2,0,0,Destroyed,Cruise
Bell,47G-2A,0,0,0,1,Destroyed,Maneuvering
Aero Commander,500S,2,0,0,0,Destroyed,Unknown
Piper,PA-32-260,0,2,1,1,Destroyed,Approach
Piper,PA-28-235B,0,1,0,1,Unknown,Standing
Cessna,182F,0,0,1,3,Substantial,Landing
Piper,PA-28-140,0,0,0,2,Substantial,Cruise
Cessna,182Q,1,0,0,3,Unknown,Standing
Corley,LANCAIR,2,0,0,0,Destroyed,Takeoff
Cessna,170A,0,0,2,0,Destroyed,Approach
Cessna,152,0,0,0,1,Substantial,Landing
Luscombe,8A,0,0,0,1,Substantial,Landing
Piper,PA-18-160,0,0,0,1,Substantial,Landing
Maule,MX-7-235,0,0,0,1,Substantial,Landing
Piper,PA-32RT-300T,0,2,0,0,Destroyed,Climb
Thomas E. Georges,Z-MAX,0,1,0,0,Destroyed,Takeoff
Piper,PA-28,0,0,0,2,Substantial,Approach
Cessna,180,0,0,1,3,Substantial,Approach
Cessna,172D,0,0,0,2,Substantial,Takeoff
Cessna,402C,0,0,0,7,Minor,Landing
Rockwell,S2R,0,0,0,1,Destroyed,Maneuvering
Cessna,T188C,1,0,0,0,Destroyed,Maneuvering
Simcox,SPORT TRAINER,0,0,1,0,Substantial,Maneuvering
Beech,C35,1,0,0,0,Destroyed,Unknown
Piper,PA-24-260,0,2,0,0,Destroyed,Approach
Mcdonnell Douglas,520N,1,1,0,2,Destroyed,Approach
Mcdonnell Douglas,AH-64D,1,1,0,2,Substantial,Approach
Cessna,180B,0,1,0,1,Unknown,Takeoff
Mcdonnell Douglas,MD-11-F,0,0,0,2,Minor,Approach
Cessna,182K,2,0,0,0,Destroyed,Maneuvering
Robinson,R-22B,1,0,0,0,Destroyed,Climb
Bellanca,7KCAB,0,0,0,2,Substantial,Landing
Cessna,172B,0,0,0,1,Substantial,Cruise
Cessna,182N,0,0,0,1,Substantial,Landing
Champion,7FC,0,0,0,1,Destroyed,Takeoff
Grumman,G-164B,0,0,0,1,Substantial,Maneuvering
Piper,PA-23-160,0,0,0,3,Substantial,Descent
Bell,UH-1B,0,0,1,1,Substantial,Cruise
Henderson,CHRISTEN EAGLE II,2,0,0,0,Destroyed,Maneuvering
Piper,PA-39,0,0,0,2,Substantial,Landing
Lockheed,PV-2,0,0,0,3,Substantial,Landing
Cessna,152,0,0,0,1,Substantial,Takeoff
Cessna,170B,1,0,0,0,Destroyed,Takeoff
Cessna,T210M,2,0,0,0,Destroyed,Cruise
Piper,PA-28R-200,0,3,0,0,Destroyed,Maneuvering
Mcmurtrie,JURCA MJ-10,1,0,0,0,Destroyed,Approach
Cessna,150G,1,0,0,0,Destroyed,Maneuvering
Beech,1900D,0,0,1,17,Substantial,Climb
Maule,M-5-235C,0,0,0,3,Substantial,Landing
Brantly Helicopter,B-2,0,0,0,2,Substantial,Cruise
Cessna,150L,0,0,0,2,Substantial,Landing
Ercoupe (Eng & Research Corp.),415-C,0,0,0,1,Substantial,Cruise
Cessna,188,0,1,0,0,Substantial,Landing
Beech,V35B,0,0,0,2,Substantial,Landing
Cessna,180,0,0,0,2,Substantial,Takeoff
Piper,PA-24-250,1,0,0,0,Destroyed,Approach
Piper,PA-18-135,2,0,0,0,Destroyed,Maneuvering
Cessna,152,0,0,0,1,Substantial,Landing
I.C.A. Brasov,IS-28B2,0,0,0,2,Substantial,Takeoff
Cessna,T337G,3,0,0,0,Destroyed,Cruise
Cessna,182L,2,0,0,0,Destroyed,Cruise
Cessna,421B,0,0,0,7,Substantial,Landing
Grumman,G-164B,0,0,0,1,Substantial,Maneuvering
Bell,47G2,0,0,2,0,Substantial,Climb
Piper,J5C,0,0,0,1,Substantial,Climb
Cessna,150,0,0,0,2,Substantial,Landing
Aero Commander,560,1,0,0,0,Destroyed,Cruise
Pitts,S1C,0,0,0,1,Substantial,Landing
Winn,RV-6A,0,0,3,0,Substantial,Landing
Cessna,150,0,0,2,0,Substantial,Cruise
Aero Commander,S2R,0,0,0,1,Substantial,Maneuvering
Johnson,A-4,0,1,0,0,Destroyed,Takeoff
Cessna,185,0,0,0,3,Substantial,Takeoff
Beech,58,2,0,0,0,Destroyed,Cruise
Monocoupe Aircraft,110 SPECIAL,0,0,0,1,Substantial,Descent
Cessna,210,0,0,0,1,Substantial,Landing
Piper,PA-28-140,0,0,0,1,Substantial,Landing
Bony,MB-1,0,0,1,0,Destroyed,Climb
Glines,ACRO DUSTER II SA750,2,0,0,0,Destroyed,Maneuvering
Cessna,172N,3,0,0,0,Destroyed,Maneuvering
Aero Commander,690B,1,0,0,0,Destroyed,Climb
Larsen,AVID HEAVY HAULER,0,0,2,0,Substantial,Takeoff
Cessna,182N,0,0,0,1,Substantial,Descent
Enstrom,F-28C,0,0,0,2,Substantial,Approach
Cessna,172M,0,0,0,3,Substantial,Landing
Cessna,172H,0,0,0,2,Destroyed,Taxi
Cessna,172N,1,0,0,0,Destroyed,Cruise
Cessna,R172K,0,0,4,0,Substantial,Approach
Cessna,172N,0,0,0,2,Substantial,Landing
Cessna,185F,0,0,0,3,Substantial,Approach
Grumman American,AG-5B,0,0,0,6,Substantial,Taxi
Piper,PA-28R-201T,0,0,0,6,Substantial,Standing
Hayes,LONG-EZ,1,0,0,0,Substantial,Cruise
Gates Learjet,35A,0,0,0,2,Minor,Climb
Piper,PA-28-180,0,0,2,0,Destroyed,Takeoff
Air Tractor,AT-502,0,0,0,1,Substantial,Takeoff
Hughes,269C,0,0,0,2,Substantial,Cruise
Great Lakes,2T-1A-2,0,0,0,2,Substantial,Taxi
Cessna,152,0,0,0,1,Substantial,Landing
Cessna,T210R,0,0,1,1,Substantial,Cruise
Cessna,310R,0,0,0,1,Minor,Takeoff
Cessna,140,0,0,1,0,Substantial,Takeoff
Cessna,172F,0,0,1,0,Substantial,Landing
Piper,PA-24-250,0,0,0,1,Substantial,Approach
Piper,PA-22-108,0,0,0,1,Substantial,Landing
Beech,A36,0,2,0,0,Substantial,Approach
Piper,PA-38-112,0,0,0,2,Substantial,Approach
Piper,PA-34-220T,0,0,0,3,Substantial,Landing
Piper,PA-22-108,0,2,0,0,Destroyed,Maneuvering
Hiller,UH-12E,0,1,0,0,Destroyed,Maneuvering
Mcdonnell Douglas,MD-11,0,0,0,2,Unknown,Takeoff
Piper,PA28RT-201,0,0,0,0,Substantial,Unknown
Piper,PA-24-250,0,1,0,0,Substantial,Takeoff
Cessna,172M,0,0,0,1,Substantial,Landing
Robinson,R22 BETA,1,0,0,0,Destroyed,Cruise
Cessna,402B,0,0,0,8,Substantial,Unknown
Cessna,185,0,0,0,2,Substantial,Unknown
Cessna,152,0,1,0,0,Substantial,Descent
Piper,PA-32-260,0,0,0,6,Substantial,Takeoff
Learjet,23,0,0,0,2,Substantial,Approach
Aerospatiale,AS-355,1,0,0,0,Destroyed,Maneuvering
Rey,AVID FLYER,0,2,0,0,Destroyed,Cruise
Piper,PA-32-300,1,2,2,0,Destroyed,Maneuvering
Cessna,A185F,0,0,0,3,Substantial,Taxi
Rans/Hine,S-10,0,0,0,2,Substantial,Takeoff
Cessna,182M,0,0,1,0,Substantial,Approach
Enstrom,F-28A,0,0,2,0,Substantial,Approach
Boeing Stearman,PT-17,0,0,0,2,Substantial,Landing
Cessna,172-F,0,0,0,1,Substantial,Takeoff
Beech,C-23,0,0,0,1,Substantial,Landing
Cessna,177RG,0,0,0,2,Substantial,Landing
Canadair,CL 600,0,0,0,4,Minor,Descent
Piper,PA-28-161,1,0,0,0,Destroyed,Descent
Piper,PA-23-250,0,0,0,2,Substantial,Climb
Mooney,M-20J,0,1,0,0,Substantial,Takeoff
S M A N,HYDROPLUM PETREL,0,0,1,0,Substantial,Maneuvering
Cessna,402,0,0,0,9,Minor,Landing
Grumman,G-44,0,0,0,1,Substantial,Landing
Pitts,S-2B,0,0,0,2,Substantial,Landing
Beech,58,0,1,0,1,Substantial,Takeoff
Questair,VENTURE,0,0,0,1,Substantial,Landing
Stan G. Hallam,RV-6,0,0,0,1,Substantial,Approach
Stinson,108-2,0,0,0,1,Substantial,Landing
Piper,PA-23-250,5,0,0,0,Destroyed,Approach
Gulfstream American,AA-5A,2,1,0,0,Destroyed,Takeoff
Piper,PA-28-181,0,0,0,4,Substantial,Landing
Grumman,G-164B,0,0,0,1,Substantial,Maneuvering
Herron,LITTLE WING AUTOGYRO,0,0,0,1,Substantial,Landing
Cessna,172B,0,0,0,1,Substantial,Approach
Cessna,150L,0,0,1,0,Substantial,Landing
Air Tractor,AT-301,0,0,0,1,Substantial,Maneuvering
Mooney,M20C,0,0,0,2,Substantial,Takeoff
Cessna,210L,0,0,0,3,Substantial,Landing
Aeronca,SEDAN AR-15,0,0,0,1,Substantial,Cruise
Pitts,S-1C,0,0,1,0,Destroyed,Maneuvering
Piper,PA-38-112,1,0,0,0,Destroyed,Cruise
Cessna,172H,0,0,2,2,Destroyed,Maneuvering
Brantly Helicopter,B-2,1,0,0,0,Destroyed,Maneuvering
Schweizer,SGS 1-34,0,0,0,1,Substantial,Landing
Piper,PA-18,0,0,0,2,Substantial,Cruise
Cessna,172F,0,0,0,1,Substantial,Cruise
Cessna,182P,0,0,0,2,Substantial,Landing
Beech,58 FOXSTAR,2,0,0,0,Destroyed,Takeoff
Cessna,T337G,2,0,0,0,Destroyed,Climb
Piper,PA-23-250,2,0,0,0,Destroyed,Climb
Angel,AVID/HEAVY HAULER,0,0,0,1,Substantial,Cruise
Gardner,SEA REY,0,1,0,1,Substantial,Landing
George,SPACEWALKER 1,0,1,0,0,Substantial,Takeoff
Cessna,210A,0,0,0,1,Substantial,Descent
Piper,PA-28-181,0,2,1,0,Substantial,Approach
Piper,PA-28-180,0,0,0,4,Substantial,Approach
Cessna,A185F,0,0,0,2,Substantial,Landing
Eurocopter,AS-350D,0,0,4,0,Substantial,Cruise
Schweizer,G-164B,0,0,0,1,Substantial,Maneuvering
Brantly Helicopter,B-2B,0,0,0,1,Substantial,Takeoff
Cessna,182P,2,1,1,0,Destroyed,Takeoff
Piper,PA-28-235,2,0,0,0,Destroyed,Takeoff
Cessna,T210L,0,0,1,0,Substantial,Landing
Cessna,310R,4,0,0,0,Destroyed,Climb
Bell,206B3,0,4,1,0,Destroyed,Cruise
Cessna,150,0,0,1,0,Unknown,Cruise
Cessna,T337H,2,0,0,0,Destroyed,Maneuvering
Cessna,210L,0,0,0,1,Substantial,Landing
United Consultant Corp.,UC-1,2,0,0,0,Substantial,Maneuvering
Cessna,152,0,0,0,1,Substantial,Landing
Bellanca,14-13-2,0,2,0,0,Substantial,Approach
Bell,206L-3,0,0,0,1,Substantial,Maneuvering
Bell,206L4,0,0,0,2,Substantial,Unknown
Hiller,UH-12E4,0,0,0,1,Substantial,Maneuvering
Piper,PA-32-300,0,0,1,3,Substantial,Landing
Forney,F-1,0,0,0,2,Substantial,Cruise
North American-Barene,P-51-D,0,0,0,2,Substantial,Landing
Balloon Works,FIREFLY 7,0,1,0,2,Unknown,Landing
Fairchild,SA-227AC,0,0,0,1,Unknown,Takeoff
Brisendine,PTERODACTYL/ASCENDER,1,0,0,0,Destroyed,Cruise
Glen A. Senecal,5151,0,0,0,1,Substantial,Maneuvering
Semco,CHALLENGER,0,0,1,0,Substantial,Takeoff
Champion,7ECA,0,0,0,2,Substantial,Landing
Cessna,172P,0,0,0,1,Substantial,Landing
Cessna,T-210M,0,0,2,0,Substantial,Approach
American General Aircraft,AA1,0,1,0,1,Substantial,Takeoff
Kaman,HH-43F,0,1,0,0,Destroyed,Cruise
Piper,PA-28-180C,0,0,0,4,Substantial,Takeoff
Lake,LA-250,0,0,1,0,Substantial,Descent
Cessna,150L,0,0,0,2,Substantial,Takeoff
Cessna,172F,0,0,0,2,Substantial,Taxi
Cessna,150D,0,0,0,2,Substantial,Landing
Atr,ATR-72-212,68,0,0,0,Destroyed,Maneuvering
Cessna,172N,4,0,0,0,Destroyed,Cruise
Piper,PA-28-151,1,1,1,0,Destroyed,Go-around
Bell,UH-1E,0,0,1,0,Substantial,Climb
Rockwell,S-2R,0,0,0,1,Destroyed,Cruise
Cessna,421A,0,2,4,0,Destroyed,Approach
Bell,212,14,0,0,0,Destroyed,Unknown
Cessna,402C,0,0,0,3,Substantial,Landing
Cessna,206G,0,0,0,4,Substantial,Taxi
Cessna,205A,0,0,0,1,Substantial,Landing
Boeing,747-251B,0,0,0,3,Minor,Taxi
Piper,PA-23-250,2,0,0,0,Substantial,Unknown
Beech,A23,0,0,0,1,Substantial,Landing
Hughes,269C,0,0,0,0,Substantial,Standing
Cessna,152,0,0,0,1,Substantial,Maneuvering
Piper,PA-18-105,0,0,0,1,Substantial,Maneuvering
Cessna,185,0,0,0,4,Substantial,Landing
B??Lkow,BO-105S,2,1,0,0,Destroyed,Maneuvering
Piper,PA-28-140,2,0,0,0,Destroyed,Takeoff
Cessna,310L,0,1,0,1,Substantial,Landing
Mcdonnell Douglas,MD-11/F,0,0,0,2,Substantial,Landing
Boeing,A-75N1,2,0,0,0,Destroyed,Maneuvering
Boeing,757-231,0,1,0,123,Unknown,Taxi
Beech,65-90,0,1,0,13,Substantial,Cruise
Raven,S100A,0,2,3,1,Substantial,Landing
Cessna,150M,0,0,0,1,Substantial,Cruise
Cessna,172,0,0,3,0,Substantial,Cruise
Cessna,172,0,0,0,1,Substantial,Approach
Beech,A36,0,1,0,0,Substantial,Approach
Cessna,172N,1,1,0,0,Destroyed,Cruise
Sikorsky,S-76A,1,0,2,0,Destroyed,Approach
Beech,58P,4,0,0,0,Substantial,Maneuvering
Cessna,150L,0,0,1,0,Substantial,Landing
Hughes,269A,0,0,0,1,Substantial,Maneuvering
Robinson,R-22B,0,0,0,1,Substantial,Takeoff
Cessna,150,0,0,0,2,Substantial,Landing
Piper,PA-12,0,0,0,1,Substantial,Taxi
Cessna,152,2,0,0,0,Destroyed,Unknown
Cessna,150M,0,0,1,0,Substantial,Takeoff
Fighter Escort Wings Ltd,P-51D,0,0,0,1,Substantial,Cruise
Cessna,152,0,0,1,0,Substantial,Takeoff
Beech,35-C33,0,0,0,2,Destroyed,Descent
Schweizer,269C,1,0,0,0,Destroyed,Maneuvering
Piper,PA-28-180,0,2,2,0,Destroyed,Cruise
Aeronca,7AC,0,0,0,2,Substantial,Climb
Robinson,R-22B,0,0,0,1,Substantial,Maneuvering
Cessna,150,0,0,0,1,Substantial,Takeoff
Piper,PA-28R-200,0,0,0,1,Substantial,Landing
Beech,G35,0,0,1,2,Substantial,Approach
Pezetel,106A,1,0,0,0,Destroyed,Cruise
Lessel,KR-2,1,0,0,0,Destroyed,Takeoff
Cessna,P210N,4,0,0,0,Destroyed,Takeoff
Cessna,172,0,0,0,3,Substantial,Landing
Cessna,U-206G,1,0,0,0,Substantial,Unknown
Beech,A23,0,0,0,2,Substantial,Cruise
Cessna,172H,2,0,0,0,Destroyed,Maneuvering
Fairchild Hiller,F-27F,0,0,0,46,Substantial,Unknown
Lee,PAZMANY PL-4A,1,0,0,0,Substantial,Landing
Alon,A-2,0,1,0,0,Substantial,Takeoff
Cessna,150K,0,0,2,0,Substantial,Descent
Cessna,T210N,0,1,3,0,Substantial,Unknown
Piper,PA-23-160,0,0,0,1,Substantial,Cruise
Cessna,182-D,0,0,0,1,Substantial,Taxi
Piper,PA-28-180,0,0,2,0,Substantial,Cruise
Cessna,172K,3,0,0,0,Destroyed,Maneuvering
Thunder And Colt,TC-180,0,1,0,7,Substantial,Cruise
Cessna,206E,0,0,0,1,Substantial,Landing
Beech,C-99,1,0,0,0,Destroyed,Cruise
Cessna,152,0,0,0,1,Substantial,Takeoff
Cessna,182P,0,0,1,0,Substantial,Takeoff
Grumman-Schweizer,G-164B,1,0,0,0,Substantial,Maneuvering
Fairchild,SA227,0,0,0,4,Minor,Cruise
Cessna,195A,1,0,0,0,Destroyed,Cruise
Cessna,P210N,0,0,0,1,Substantial,Approach
Piper,PA-601P,0,0,0,2,Substantial,Landing
Piper,PA-18-150,0,2,0,0,Destroyed,Approach
Mooney,M20J,1,0,0,0,Destroyed,Go-around
Cessna,402C,1,0,0,0,Destroyed,Approach
Piper,PA-18,2,0,0,0,Destroyed,Maneuvering
Piper,PA-32-300,2,0,0,0,Destroyed,Climb
Boeing,B-737-200,0,0,0,57,Minor,Takeoff
Cessna,172P,2,0,0,0,Destroyed,Maneuvering
Cessna,207,0,0,0,3,Substantial,Landing
Piper,PA-32R-300,0,0,0,4,Substantial,Unknown
Robinson,R-22B,0,0,1,0,Destroyed,Maneuvering
Fairchild Hiller,FH-1100,0,1,0,0,Substantial,Maneuvering
Piper,PA-28-140,0,0,2,1,Substantial,Takeoff
Schweizer,SGS 2-33A,0,0,0,1,Substantial,Landing
Cessna,182A,0,0,0,1,Substantial,Maneuvering
Cessna,185F,0,0,0,1,Substantial,Landing
Piper,PA-28-180,1,0,0,0,Destroyed,Maneuvering
Wsk Pzl Mielec,TS-11 ISKRA,1,0,0,0,Destroyed,Approach
Bell,206,1,0,0,0,Unknown,Standing
Cessna,150M,0,0,0,2,Substantial,Landing
Piper,PA28,3,0,0,0,Destroyed,Unknown
Ayres,S2R-R1820,0,1,0,0,Destroyed,Maneuvering
Piper,PA-28-181,1,1,0,0,Substantial,Approach
Cessna,172P,0,0,0,1,Substantial,Takeoff
Beech,95-B55,0,0,0,2,Destroyed,Takeoff
Cessna,441,2,0,0,140,Destroyed,Standing
Boeing,727-100,0,1,0,5,Substantial,Standing
Mcdonnell Douglas,DC-9-82,2,0,0,140,Substantial,Takeoff
Cessna,152,0,0,0,2,Substantial,Takeoff
Robinson,R-22B,0,0,2,0,Substantial,Landing
Cessna,T210H,0,0,4,0,Substantial,Takeoff
Piper,PA-44,0,0,0,3,Substantial,Landing
Cessna,172L,0,0,0,2,Substantial,Go-around
Fokker,F-28-4000,0,0,0,53,Unknown,Descent
Cessna,172M,0,0,0,1,Substantial,Taxi
Bellanca,14-13,0,0,0,1,Substantial,Maneuvering
Champion,7ECA,2,0,0,0,Substantial,Maneuvering
Piper,PA-23-160,0,0,1,1,Substantial,Cruise
Piper,PA-18-150,0,0,0,2,Substantial,Takeoff
Cessna,P210N,0,0,1,0,Substantial,Cruise
Boeing,757-24APF,0,0,0,2,Substantial,Landing
Piper,J3C,0,0,0,1,Substantial,Takeoff
Bartholomew,FIRESTAR,0,0,1,0,Substantial,Cruise
Boeing,B-737-300,0,0,0,134,Minor,Standing
Glaser-Dirks,DG-600,0,1,0,0,Substantial,Maneuvering
Piper,PA-44-180,0,0,0,4,Substantial,Cruise
Maule,M-5-235C,2,1,0,0,Destroyed,Cruise
Weeks,GLASAIR SH2F,2,0,0,0,Destroyed,Maneuvering
American General Aircraft,AG5B,0,0,0,1,Substantial,Cruise
Cessna,182P,0,0,1,0,Substantial,Approach
Beech,95B55,1,0,0,0,Substantial,Go-around
Hiller,UH-12C,0,0,0,1,Substantial,Landing
Cessna,172N,0,0,0,1,Substantial,Taxi
Piper,PA-31T1,2,0,0,0,Destroyed,Cruise
Bell,206B,0,0,0,4,Destroyed,Cruise
Yakovlev,YAK-52,1,0,0,0,Destroyed,Maneuvering
American Aviation Corp. (Aac),AA-1A,2,0,0,0,Destroyed,Approach
Piper,PA-28R-201T,0,0,1,2,Substantial,Cruise
Mcdonnell Douglas,369E,0,0,0,2,Substantial,Unknown
Douglas,DC-8-71F,0,1,0,6,Minor,Standing
Cessna,172,1,0,1,0,Substantial,Takeoff
Agusta,A109A II,3,0,0,0,Destroyed,Cruise
Britten-Norman,ISLANDER BN2B-20,0,1,0,0,Destroyed,Cruise
Cessna,172J,0,0,0,3,Substantial,Landing
Piper,PA-32-260,0,0,1,0,Substantial,Cruise
Cessna,172D,1,0,0,1,Unknown,Cruise
Siai-Marchetti,SF260C,2,0,0,0,Destroyed,Maneuvering
Cessna,206,1,0,0,0,Substantial,Unknown
Sikorsky,UH-60A,0,0,0,5,Substantial,Taxi
Howard Aircraft Corp.,DGA-15P,0,0,0,4,Substantial,Landing
P. D. Chambers,SWIFT PC-1V8,2,0,0,0,Substantial,Takeoff
Piper,PA-28-140,0,0,0,1,Substantial,Takeoff
William Mc Glumphy,KITFOX III,1,0,0,0,Destroyed,Takeoff
Aeronca,7AC,0,1,1,0,Destroyed,Cruise
Bell,206B,0,0,0,3,Substantial,Cruise
Bellanca,17-30A,0,2,0,0,Substantial,Descent
Cessna,T210M,0,0,0,1,Substantial,Approach
Burkhart Grob,103A,0,0,0,2,Substantial,Approach
Great Lakes,2T-1A-2,0,0,1,1,Substantial,Approach
Grumman,AA5,0,0,1,1,Substantial,Approach
Cessna,177,0,0,0,1,Substantial,Cruise
Beech,C23,1,0,0,0,Substantial,Unknown
Piper,PA-28R-180,2,0,0,0,Destroyed,Descent
Beech,V35,0,0,1,1,Destroyed,Takeoff
Cessna,402,0,0,0,1,Minor,Taxi
Cessna,206,0,1,0,0,Destroyed,Cruise
Israel Aircraft Industries,WESTWIND-1123,0,0,0,2,Substantial,Unknown
Piper,PA-23,0,0,0,1,Substantial,Standing
Cessna,172B,0,0,0,3,Substantial,Landing
Piper,PA-28-161,0,0,0,2,Substantial,Approach
Beech,E18S,1,0,0,0,Destroyed,Approach
Cessna,180,0,0,0,1,Substantial,Cruise
Cessna,152,0,0,0,1,Substantial,Takeoff
Beech,A36,0,0,1,0,Substantial,Cruise
Cessna,175A,0,0,1,0,Substantial,Cruise
Piper,PA-28-235,2,0,0,0,Destroyed,Approach
Piper,PA-60-600,1,0,0,0,Destroyed,Cruise
Piper,PA-32RT-300,1,0,0,0,Destroyed,Cruise
Benson,B8M,0,1,0,0,Destroyed,Takeoff
Cessna,402C,5,0,0,0,Destroyed,Cruise
Piper,PA-28-236,0,0,0,3,Substantial,Cruise
Colvin,KITFOX II,0,1,0,0,Substantial,Takeoff
Enstrom,F28C,0,0,0,2,Substantial,Cruise
Boeing,737-3M8 (300),0,1,0,120,Unknown,Climb
Burkhart Grob,G-103,0,0,0,2,Substantial,Maneuvering
Piper,PA-28-140,0,0,1,1,Substantial,Takeoff
Cessna,152,0,0,0,1,Substantial,Landing
Mooney,M20J,0,1,0,0,Substantial,Landing
Aero Commander,500S,0,0,1,0,Substantial,Approach
Cessna,172,0,0,0,1,Substantial,Takeoff
Aerospatiale,ATR-72-212,0,0,0,38,Minor,Taxi
Cessna,185,0,1,1,1,Destroyed,Takeoff
Cessna,150M,0,0,0,2,Substantial,Cruise
Cessna,150M,0,0,0,1,Substantial,Cruise
Commonwealth,REARWIN 185,0,0,0,1,Substantial,Approach
Piper,PA-18,0,0,0,1,Substantial,Landing
British Aerospace,JETSTREAM 3201,15,5,0,0,Destroyed,Approach
Piper,PA-28R-200,2,0,0,0,Destroyed,Cruise
Cessna,207,0,0,0,2,Substantial,Maneuvering
American,AA-1,0,2,0,0,Destroyed,Maneuvering
Learjet,35A,2,1,20,0,Destroyed,Descent
Elvin N. Kier,VARIEZE,0,0,1,0,Destroyed,Takeoff
Cessna,402B,0,0,1,0,Substantial,Landing
Piper,PA-28-161,0,0,0,1,Substantial,Approach
Cessna,421C,0,0,0,5,Substantial,Landing
Douglas,DC-3C,2,0,0,0,Destroyed,Unknown
Douglas,DC-3A,0,0,0,3,Substantial,Standing
Cessna,208B,0,0,0,3,Substantial,Taxi
Beech,1900D,0,0,0,15,Substantial,Takeoff
Bell,206B,0,0,0,1,Substantial,Maneuvering
Cessna,182R,0,1,2,0,Substantial,Maneuvering
American Champion (Acac),CITABRIA 7-GCBC,0,0,0,2,Substantial,Landing
Timothy J Brown,PITTS S2SE,0,1,0,0,Destroyed,Cruise
Cessna,182A,0,0,1,4,Substantial,Maneuvering
Maule,MX-7-235,0,0,0,3,Substantial,Landing
Cessna,A150L,0,0,0,2,Substantial,Cruise
Piper,PA-18,0,0,0,2,Substantial,Takeoff
Piper,PA-32R-300,4,0,0,0,Destroyed,Cruise
Boeing,747-131,0,0,0,189,Minor,Landing
Piper,PA-32RT,1,1,1,0,Destroyed,Descent
Cessna,152,0,0,0,1,Substantial,Takeoff
Cessna,172F,0,0,0,1,Substantial,Taxi
North American,NAVION-A,2,1,0,0,Destroyed,Takeoff
Cessna,120,0,0,0,2,Substantial,Takeoff
Cessna,182G,3,0,0,0,Destroyed,Takeoff
Piper,PA-28-181,0,0,0,4,Substantial,Landing
Mooney,M20J,0,0,0,3,Substantial,Unknown
Bell,206B,0,0,0,3,Substantial,Maneuvering
Cessna,150F,0,0,0,2,Substantial,Landing
Intermountain Mfg. (Imco),CALLAIR A-9,0,0,0,3,Substantial,Standing
Luscombe,8E,0,0,0,3,Substantial,Landing
Cessna,150H,0,0,1,0,Destroyed,Approach
Render,LONG-EZ,0,0,1,0,Destroyed,Descent
Boeing,B737-2D6C,5,0,0,0,Destroyed,Unknown
North American,NA-265-40,0,0,0,2,Substantial,Unknown
Cessna,T210,0,0,0,2,Substantial,Descent
Piper,PA-28-181,0,0,0,1,Substantial,Approach
Piper,PA-28R-200,0,1,2,0,Substantial,Approach
Cessna,172,0,0,0,1,Substantial,Landing
Piper,PA-46-350P,3,0,0,0,Destroyed,Climb
Cessna,172C,0,1,0,0,Destroyed,Cruise
Piper,PA-28-140,0,0,0,3,Substantial,Cruise
Cessna,185A,0,0,0,2,Substantial,Landing
Piper,PA-32-260,0,0,3,0,Substantial,Approach
Cessna,A185F,0,0,2,1,Substantial,Takeoff
Cessna,150G,0,0,0,1,Substantial,Cruise
Piper,PA-28R-180,1,0,0,0,Destroyed,Cruise
Piper,PA-22-150,0,0,0,1,Substantial,Cruise
Piper,PA-12,0,0,1,2,Substantial,Cruise
Piper,PA-28-161,1,0,0,0,Destroyed,Unknown
Douglas,DC-8-54F,0,0,0,5,Minor,Takeoff
Cessna,172,0,0,0,1,Substantial,Taxi
Grumman American,AA-1A,0,0,0,1,Substantial,Approach
Mooney,M20J,0,0,0,1,Substantial,Approach
Beech,95-C55,0,3,0,0,Substantial,Landing
Cessna,140,0,0,0,2,Substantial,Landing
Cessna,182,0,2,0,0,Destroyed,Descent
Piper,PA-28-140,2,0,0,0,Destroyed,Go-around
Cessna,150H,0,2,0,0,Destroyed,Takeoff
Piper,PA-24-250,2,0,0,0,Destroyed,Descent
Pitts,S-2B,0,0,2,0,Substantial,Landing
Cessna,150L,0,0,0,1,Substantial,Cruise
Cessna,152,0,0,1,0,Substantial,Landing
Mcdonnell Douglas,500,2,0,0,0,Destroyed,Unknown
Wyman,SCORPION II,0,0,0,1,Destroyed,Approach
Piper,PA-32-260,0,1,0,0,Destroyed,Cruise
Rockwell,S2R THRUSH CMDR,0,0,0,1,Substantial,Maneuvering
Hoover,BUSHBY MM1,0,0,1,0,Substantial,Landing
Mooney,M20K,0,0,0,2,Substantial,Takeoff
Boeing,737-400,54,21,0,0,Destroyed,Unknown
Cessna,152,0,0,0,1,Substantial,Maneuvering
Piper,PA-22-161,0,0,1,2,Substantial,Takeoff
Cessna,172N,0,0,0,1,Substantial,Landing
North American,F-51D,0,0,1,0,Substantial,Cruise
Harris,BD-10,1,0,0,0,Destroyed,Cruise
Grumman,AA-5A,2,0,0,0,Destroyed,Cruise
Cessna,310Q,2,0,0,0,Destroyed,Takeoff
Cessna,207,0,0,0,1,Substantial,Landing
Cessna,182B,1,0,0,0,Destroyed,Cruise
Cessna,152,0,0,1,0,Substantial,Takeoff
Piper,PA-28-161,0,0,0,2,Substantial,Cruise
Cessna,310Q,0,0,0,2,Substantial,Landing
Cessna,P210N,0,2,0,0,Substantial,Landing
