Aircraft.damage,Make,Total.Fatal.Injuries,Total.Serious.Injuries,Total.Minor.Injuries,Weather.Condition,Broad.phase.of.flight
Substantial,Cessna,0,0,0,VMC,Unknown
Substantial,Piper,0,0,0,VMC,Unknown
Substantial,Santschi chris a,0,0,0,VMC,Unknown
Substantial,Aero commander,1,0,1,VMC,Unknown
Substantial,Crawford,0,1,0,VMC,Unknown
Substantial,Chance vought,0,0,0,VMC,Unknown
Substantial,American eurocopter corp,1,0,0,VMC,Unknown
Substantial,Bell,0,0,0,VMC,Unknown
Substantial,Mooney aircraft corp.,0,0,1,VMC,Unknown
Substantial,North american,0,0,0,VMC,Unknown
Substantial,Piper,0,0,0,VMC,Unknown
Substantial,Piper,0,0,0,VMC,Unknown
Substantial,Silvaire,0,0,0,VMC,Unknown
Substantial,Cessna,0,0,0,VMC,Unknown
Substantial,Costruzioni aeronautiche tecna,0,0,0,VMC,Unknown
Substantial,Bell helicopter textron canada,0,0,0,VMC,Unknown
Minor,Embraer,0,0,0,VMC,Unknown
Substantial,Cessna,0,1,0,VMC,Unknown
Substantial,Rockwell international,0,0,0,VMC,Unknown
Substantial,Cessna,0,0,0,IMC,Unknown
Substantial,Cessna,0,0,0,VMC,Unknown
Substantial,Piper,0,0,0,VMC,Unknown
Substantial,John v rawson jr,0,0,1,VMC,Unknown
Substantial,Lauritsen ralph m,0,0,0,VMC,Unknown
Substantial,Wonder michael s,0,0,0,VMC,Unknown
Substantial,Beech,0,0,0,VMC,Unknown
Substantial,Piper,0,1,1,VMC,Unknown
Substantial,Cessna,0,0,0,VMC,Unknown
Minor,P&m aviation ltd,0,0,1,VMC,Unknown
Substantial,Fairchild(howard),0,0,0,VMC,Unknown
Destroyed,Raytheon aircraft company,4,0,0,VMC,Unknown
Substantial,Williams helicopter corp,0,1,0,VMC,Unknown
Substantial,Robinson helicopter,1,0,0,VMC,Unknown
Substantial,Grumman american avn. corp.,2,0,0,VMC,Unknown
Substantial,Olson,0,0,0,VMC,Unknown
Substantial,Cessna,0,0,0,VMC,Unknown
Substantial,Piper,0,0,0,VMC,Unknown
Substantial,Kenneth a berger,1,0,0,VMC,Unknown
Substantial,Cessna,0,2,0,VMC,Unknown
Substantial,Cessna,0,0,0,VMC,Unknown
Substantial,Smythe donald f,0,0,1,VMC,Unknown
Substantial,Fdr601 llc,0,0,0,VMC,Unknown
Substantial,Cessna,0,1,0,VMC,Unknown
Substantial,Piper,0,2,0,VMC,Unknown
Substantial,Air tractor inc,0,0,0,VMC,Unknown
Destroyed,Sibley,0,0,1,VMC,Unknown
Substantial,Cessna,0,0,0,VMC,Unknown
Substantial,Piper,3,0,1,VMC,Unknown
Substantial,Brantly,0,0,0,VMC,Unknown
Substantial,Aerospatiale,0,0,0,VMC,Unknown
Substantial,Evolution trikes,0,2,0,VMC,Unknown
Substantial,Divis s l/waltrip a j,0,0,0,VMC,Unknown
Substantial,Stolp starduster,1,0,0,VMC,Unknown
Substantial,Piper,0,0,0,VMC,Unknown
Substantial,Meyers,0,0,0,VMC,Unknown
Substantial,Beech,0,0,0,VMC,Unknown
Destroyed,Air tractor,1,0,0,UNK,Unknown
Substantial,Piper,0,0,0,VMC,Unknown
Substantial,Schleicher,0,0,0,VMC,Unknown
Substantial,Flight design gmbh,0,0,0,VMC,Unknown
Substantial,Air tractor inc,1,0,0,VMC,Unknown
Substantial,Cessna,0,0,0,VMC,Unknown
Substantial,Aero commander,0,0,0,IMC,Unknown
Substantial,Piper,0,0,0,VMC,Unknown
Substantial,Piper,0,1,0,VMC,Unknown
Substantial,Embraer,0,0,0,VMC,Unknown
Substantial,Cessna,0,0,0,VMC,Unknown
Substantial,Piper,0,0,0,VMC,Unknown
Substantial,Texas helicopter corp,1,0,0,VMC,Unknown
Destroyed,Robinson helicopter company,1,0,0,VMC,Unknown
Substantial,Meyers,0,0,0,VMC,Unknown
Substantial,Unknown,0,0,1,VMC,Unknown
Substantial,Luscombe,0,0,0,VMC,Unknown
Substantial,Garlick helicopters inc,0,1,0,VMC,Unknown
Substantial,Brm aero sro,0,0,0,VMC,Unknown
Substantial,Cessna,0,0,0,VMC,Unknown
Substantial,Dehavilland,0,0,0,VMC,Unknown
Substantial,Cessna,0,0,0,VMC,Unknown
Substantial,Cessna,2,0,0,IMC,Unknown
Substantial,Robinson helicopter,0,0,0,VMC,Unknown
Substantial,Nebert,2,0,1,VMC,Unknown
Substantial,Found acft canada inc,0,0,0,VMC,Unknown
Substantial,Pzl-swidnik,0,1,0,VMC,Unknown
Substantial,Landrum kelly t,0,1,0,VMC,Unknown
Substantial,Schweizer,0,0,0,VMC,Unknown
Substantial,Cessna,0,1,0,VMC,Unknown
Substantial,Aviat aircraft inc,0,0,0,VMC,Unknown
Destroyed,Gulfstream aerospace,7,0,0,VMC,Unknown
Substantial,Diamond aircraft ind inc,0,0,0,VMC,Unknown
Substantial,Yakovlev,1,0,0,VMC,Unknown
Substantial,Schweizer,0,0,0,VMC,Unknown
Substantial,Cessna,0,2,0,VMC,Unknown
Minor,Dehavilland,0,0,0,VMC,Unknown
Substantial,Cirrus design corp,0,0,0,VMC,Unknown
Substantial,Aero commander,0,0,1,VMC,Unknown
Substantial,Frederick hays-roth,0,0,0,VMC,Unknown
Substantial,Cessna,0,0,0,VMC,Unknown
Destroyed,Aeroprakt,2,0,0,VMC,Unknown
Substantial,Beech,0,0,1,VMC,Unknown
Substantial,Swearingen,0,1,0,VMC,Unknown
Substantial,Boeing,0,0,0,VMC,Unknown
Destroyed,Phillips,1,0,0,VMC,Unknown
Substantial,Piper,0,0,0,VMC,Unknown
Substantial,Cessna,0,0,0,VMC,Unknown
Substantial,North american,2,0,0,VMC,Unknown
Substantial,Robinson helicopter,0,0,0,VMC,Unknown
Destroyed,Emery mark,0,0,0,VMC,Unknown
Substantial,Piper,0,0,0,VMC,Unknown
Substantial,Aeronca,0,0,0,VMC,Unknown
Substantial,Cessna,0,0,0,VMC,Unknown
Substantial,Piper,0,0,0,VMC,Unknown
Substantial,Teunis,0,0,2,VMC,Unknown
Substantial,Jabiru usa sport aircraft llc,0,0,0,VMC,Unknown
Substantial,Cessna,1,0,0,VMC,Unknown
Substantial,Aeronca,0,0,0,VMC,Unknown
Substantial,Cessna,0,2,0,VMC,Unknown
Substantial,Schempp-hirth,0,1,0,VMC,Unknown
Substantial,Cessna,0,2,0,VMC,Unknown
Substantial,Offchiss edward r,0,0,2,VMC,Unknown
Substantial,Piper,0,0,0,VMC,Unknown
Substantial,Cessna aircraft co,0,0,0,VMC,Unknown
Destroyed,North wing,1,0,0,VMC,Unknown
Substantial,Piper,2,0,0,VMC,Unknown
Substantial,Skykits corp,0,0,0,VMC,Unknown
Substantial,Hermann bjorn,1,0,0,VMC,Unknown
Substantial,Piper,0,0,0,VMC,Unknown
Substantial,Cessna,0,0,0,VMC,Unknown
Substantial,Ayres corporation,0,0,0,VMC,Unknown
Substantial,Cessna,0,0,0,VMC,Unknown
Substantial,Air tractor inc,0,0,0,VMC,Unknown
Substantial,Craig w sherman,0,0,0,VMC,Unknown
Substantial,Cessna,0,0,0,VMC,Unknown
Substantial,Mcdonnell douglas helicopter,0,0,0,VMC,Unknown
Substantial,Boeing,0,0,0,VMC,Unknown
Destroyed,Belew marshall d ii,0,0,1,VMC,Unknown
Substantial,Schrieber robert l,2,0,0,VMC,Unknown
Destroyed,American aviation,2,0,0,VMC,Unknown
Destroyed,Cessna,3,0,0,UNK,Unknown
Substantial,Cessna,0,0,0,VMC,Unknown
Destroyed,Liberty aerospace incorporated,2,0,0,VMC,Unknown
Destroyed,Cessna,2,0,0,VMC,Unknown
Minor,Beech,0,0,0,UNK,Unknown
Substantial,Hughes,0,2,0,VMC,Unknown
Substantial,Air tractor,0,0,0,VMC,Unknown
Destroyed,Bell,2,0,0,VMC,Unknown
Substantial,Airbus/eurocopter,0,0,0,VMC,Unknown
Minor,Cirrus design corp,0,0,0,VMC,Unknown
Substantial,Adams,0,0,0,VMC,Unknown
Substantial,Air tractor inc,0,0,0,VMC,Unknown
Substantial,Meyer clair o,1,0,0,VMC,Unknown
Destroyed,Dittenber thomas j,2,0,0,VMC,Unknown
Destroyed,Piper,1,0,0,IMC,Unknown
Substantial,Air tractor inc,0,0,0,VMC,Unknown
Substantial,Piper,0,0,0,VMC,Unknown
Substantial,Cessna,0,0,0,VMC,Unknown
Substantial,Beech,0,0,0,VMC,Unknown
Substantial,Cessna,0,0,0,VMC,Unknown
Substantial,Flight design gmbh,0,0,0,VMC,Unknown
Substantial,Jackson fred m,0,0,0,VMC,Unknown
Destroyed,Grumman american avn. corp.,2,0,0,IMC,Unknown
Substantial,Piper,0,0,0,VMC,Unknown
Substantial,Piper,0,0,0,VMC,Unknown
Substantial,Cessna,0,0,0,VMC,Unknown
Substantial,Lockheed,0,0,0,VMC,Unknown
Substantial,Cessna,0,0,0,VMC,Unknown
Substantial,Knauf,0,0,0,VMC,Unknown
Substantial,Cessna,0,5,0,VMC,Unknown
Substantial,Air tractor inc,0,1,0,VMC,Unknown
Substantial,Cessna,0,0,0,VMC,Unknown
Substantial,Bailey robert,0,1,0,VMC,Unknown
Substantial,Meyer geoffrey a,0,0,0,VMC,Unknown
Destroyed,Grumman,1,0,0,IMC,Unknown
Destroyed,Columbia aircraft mfg,1,0,0,IMC,Unknown
Substantial,Schweizer,0,1,0,VMC,Unknown
Substantial,Cub crafters inc,0,0,0,VMC,Unknown
Substantial,Maule,0,0,0,VMC,Unknown
Substantial,Bell,0,2,0,VMC,Unknown
Substantial,Airbus,0,0,0,VMC,Unknown
Destroyed,Israel aircraft industries,3,0,0,VMC,Unknown
Substantial,Piper,3,0,0,VMC,Unknown
Substantial,Grumman acft eng cor-schweizer,0,0,0,VMC,Unknown
Substantial,Robinson helicopter company,0,0,0,VMC,Unknown
Substantial,Piper,0,2,0,VMC,Unknown
Destroyed,Cessna,1,0,0,VMC,Unknown
Substantial,Grumman acft eng cor-schweizer,0,1,0,VMC,Unknown
Substantial,Cessna,0,0,0,VMC,Unknown
Substantial,Piper,0,0,0,VMC,Unknown
Substantial,Cessna,3,0,0,UNK,Unknown
Substantial,Cessna,0,0,0,VMC,Unknown
Substantial,Gulfstream schweizer a/c corp,0,0,0,VMC,Unknown
Substantial,Robinson,0,2,0,VMC,Unknown
Substantial,Quicksilver enterprises inc,0,0,1,VMC,Unknown
Substantial,Maule,0,0,0,VMC,Unknown
Substantial,Cosmos phase ii,0,0,0,VMC,Unknown
Substantial,Cessna,0,0,0,VMC,Unknown
Substantial,Robinson helicopter,0,0,0,VMC,Unknown
Substantial,Boeing,0,4,0,VMC,Unknown
Substantial,Cessna,0,0,2,VMC,Unknown
Substantial,Piper,0,0,0,VMC,Unknown
Substantial,Mooney,2,0,0,VMC,Unknown
Substantial,Taylor,0,0,0,VMC,Unknown
Substantial,Simmons william e,0,2,0,VMC,Unknown
Substantial,Grumman,0,1,0,VMC,Unknown
Substantial,Cessna aircraft co,0,0,0,VMC,Unknown
Substantial,Cessna,0,0,0,VMC,Unknown
Substantial,Beech,0,0,0,VMC,Unknown
Substantial,Erick magno & assoc pa,0,0,0,VMC,Unknown
Substantial,Schumacher,0,0,0,VMC,Unknown
Destroyed,Brumwell,2,0,0,VMC,Unknown
Substantial,Rotorway,0,0,0,VMC,Unknown
Substantial,Air tractor inc,0,1,0,VMC,Unknown
Substantial,Piper,0,0,0,VMC,Unknown
Substantial,Zach vans,0,1,0,VMC,Unknown
Destroyed,Parker,1,0,0,VMC,Unknown
Substantial,Christen industries inc,1,0,0,VMC,Unknown
Substantial,Cessna,0,0,0,VMC,Unknown
Destroyed,Bollinger robert l,1,0,0,VMC,Unknown
Substantial,Knell,1,0,0,VMC,Unknown
Substantial,Christen industries inc,0,0,0,VMC,Unknown
Substantial,Mazurek keith p,0,0,0,VMC,Unknown
Substantial,Luscombe,0,0,0,VMC,Unknown
Substantial,Air tractor inc,0,1,0,VMC,Unknown
Substantial,Airbus helicopters,0,0,0,VMC,Unknown
Destroyed,Learjet,2,0,0,VMC,Unknown
Substantial,Robinson helicopter company,0,0,0,VMC,Unknown
Substantial,Grazhopper,1,1,0,VMC,Unknown
Substantial,Cessna,0,0,0,VMC,Unknown
Substantial,Raytheon aircraft company,0,2,0,VMC,Unknown
Substantial,Piper,0,2,0,VMC,Unknown
Substantial,Cessna,0,1,0,VMC,Unknown
Substantial,Cessna,0,0,0,VMC,Unknown
Minor,Dehavilland,0,0,0,VMC,Unknown
Substantial,Piper,0,0,0,VMC,Unknown
Destroyed,Cessna,0,0,1,VMC,Unknown
Minor,Eurocopter,0,0,0,VMC,Unknown
Substantial,Beech,0,0,0,VMC,Unknown
Substantial,Air tractor inc,0,1,0,VMC,Unknown
Substantial,Cessna,1,0,0,VMC,Unknown
Substantial,Robinson helicopter company,0,0,0,VMC,Unknown
Substantial,Aerospatiale,0,1,1,VMC,Unknown
Substantial,Cessna,0,2,0,VMC,Unknown
Substantial,Cessna,0,0,0,VMC,Unknown
Substantial,Doyle james e,1,0,0,VMC,Unknown
Substantial,Cessna,0,0,0,VMC,Unknown
Substantial,Robinson,4,0,0,UNK,Unknown
Substantial,Skyraider,1,0,0,VMC,Unknown
Substantial,Cessna,0,0,0,VMC,Unknown
Substantial,Mooney airplane co inc,0,0,0,VMC,Unknown
Substantial,Cessna,0,0,0,VMC,Unknown
Substantial,Aerospatiale,0,0,3,VMC,Unknown
Substantial,Cessna,0,0,1,VMC,Unknown
Substantial,Waco,0,1,0,VMC,Unknown
Substantial,Czech sport aircraft as,0,0,1,VMC,Unknown
Substantial,Cessna,0,2,0,VMC,Unknown
Destroyed,Piper,3,0,0,VMC,Unknown
Substantial,Hoffman david k,0,1,0,VMC,Unknown
Destroyed,Air tractor inc,1,0,0,VMC,Unknown
Substantial,Cessna,0,0,0,VMC,Unknown
Substantial,Jones,0,0,0,VMC,Unknown
Substantial,Beech,0,0,0,VMC,Unknown
Substantial,Kolb,1,0,0,VMC,Unknown
Substantial,Piper,1,0,0,VMC,Unknown
Substantial,Piper,0,0,0,VMC,Unknown
Substantial,Piper,0,0,1,VMC,Unknown
Substantial,Robinson helicopter,0,0,0,VMC,Unknown
Substantial,Cessna,0,1,0,VMC,Unknown
Substantial,Northwing design,1,0,0,VMC,Unknown
Substantial,Cessna,0,0,1,VMC,Unknown
Substantial,Rockwell international,0,0,0,VMC,Unknown
Substantial,Wiley,0,0,1,VMC,Unknown
Substantial,Piper,0,2,0,VMC,Unknown
Substantial,Bell,0,0,0,VMC,Unknown
Substantial,Piper,0,1,0,VMC,Unknown
Substantial,Cessna,0,3,1,VMC,Unknown
Substantial,American eurocopter corp,0,1,0,VMC,Unknown
Substantial,North american/aero classics,2,0,0,VMC,Unknown
Substantial,Slaughter mike,0,1,1,VMC,Unknown
Substantial,Cessna,0,1,0,VMC,Unknown
Substantial,Centrair,0,1,0,VMC,Unknown
Substantial,Cessna,1,0,0,VMC,Unknown
Substantial,Flight design gmbh,1,0,0,VMC,Unknown
Substantial,Globe,0,0,0,VMC,Unknown
Substantial,Aeronca,0,2,0,VMC,Unknown
Substantial,Cessna,0,0,0,VMC,Unknown
Substantial,Beech,0,0,0,VMC,Unknown
Substantial,Lawson ronald s,0,0,1,VMC,Unknown
Destroyed,Piper,3,0,0,VMC,Unknown
Substantial,Cessna,2,0,0,VMC,Unknown
Substantial,Zubair s khan,1,0,0,VMC,Unknown
Substantial,Alexander schleicher gmbh & co,0,0,0,VMC,Unknown
Minor,Piper,0,0,0,VMC,Unknown
Substantial,American champion aircraft,1,1,0,VMC,Unknown
Substantial,Air tractor inc,0,1,0,VMC,Unknown
Substantial,Cessna,0,0,0,VMC,Unknown
Substantial,Bailey-moyes microlights,0,1,0,VMC,Unknown
Substantial,Cessna,0,0,3,VMC,Unknown
Substantial,Cessna,1,0,0,VMC,Unknown
Substantial,Cessna,0,0,0,VMC,Unknown
Substantial,Piper,0,0,0,VMC,Unknown
Substantial,Delconte emidio j,0,1,0,VMC,Unknown
Substantial,Aeronca,0,2,0,VMC,Unknown
Substantial,Grumman acft eng cor-schweizer,0,0,0,VMC,Unknown
Substantial,Piper,0,0,1,VMC,Unknown
Substantial,Beech,0,2,0,VMC,Unknown
Substantial,Cessna,0,0,0,VMC,Unknown
Substantial,Air command,1,0,0,VMC,Unknown
Substantial,Costruzioni aeronautiche tecna,0,0,0,VMC,Unknown
Substantial,Pekola james w,0,0,0,VMC,Unknown
Substantial,Mooney,1,0,1,VMC,Unknown
Substantial,Piper,0,0,0,VMC,Unknown
Substantial,Bell,0,2,0,VMC,Unknown
Substantial,Robinson helicopter company,0,0,0,VMC,Unknown
Minor,Boeing,0,0,0,UNK,Unknown
Substantial,Piper,0,0,0,VMC,Unknown
Substantial,Air tractor inc,0,0,0,VMC,Unknown
Substantial,Culver,1,0,0,VMC,Unknown
Substantial,Piper,0,0,0,VMC,Unknown
Destroyed,Piper,3,0,0,UNK,Unknown
Substantial,Aeronca,0,0,0,VMC,Unknown
Destroyed,Allen,2,0,0,VMC,Unknown
Substantial,Mckenzie douglas e,0,1,0,VMC,Unknown
Substantial,Jonker sailplanes (pty) ltd,1,0,0,VMC,Unknown
Substantial,Piper,0,2,0,VMC,Unknown
Substantial,Jonker sailplanes (pty) ltd,0,0,1,VMC,Unknown
Substantial,Let,0,0,0,VMC,Unknown
Substantial,Grumman acft eng cor-schweizer,0,0,0,VMC,Unknown
Substantial,Mooney airplane co inc,0,0,0,VMC,Unknown
Substantial,Cessna,0,0,0,VMC,Unknown
Substantial,Dantonio,0,0,0,VMC,Unknown
Substantial,Md helicopter,0,0,0,VMC,Unknown
Substantial,American eurocopter corp,0,0,0,VMC,Unknown
Substantial,Holmlund victor p,0,0,1,VMC,Unknown
Substantial,Thrush aircraft inc,0,1,0,VMC,Unknown
Substantial,Piper,1,0,0,VMC,Unknown
Substantial,Cessna,0,0,0,VMC,Unknown
Substantial,Cessna,0,0,0,VMC,Unknown
Substantial,Pipistrel,0,0,0,VMC,Unknown
Substantial,Cessna,0,0,0,UNK,Unknown
Substantial,Garramone mike a,0,0,1,VMC,Unknown
Destroyed,Agusta spa,3,0,0,UNK,Unknown
Minor,Beech,0,0,0,VMC,Unknown
Substantial,Piper,0,0,0,VMC,Unknown
Substantial,Gremminger greg,0,0,1,VMC,Unknown
Substantial,Cessna,0,0,0,VMC,Unknown
Substantial,Boeing,0,0,0,VMC,Unknown
Substantial,Cessna,0,0,0,VMC,Unknown
Substantial,Grumman acft eng cor-schweizer,0,0,0,VMC,Unknown
Substantial,Bell,0,0,1,VMC,Unknown
Substantial,Air tractor inc,1,0,0,VMC,Unknown
Substantial,Diamond aircraft ind inc,0,0,0,VMC,Unknown
Substantial,Piper,0,1,0,VMC,Unknown
Substantial,Stinson,0,0,0,VMC,Unknown
Substantial,Luscombe,0,0,1,VMC,Unknown
Destroyed,Mooney,3,0,0,VMC,Unknown
Substantial,Ercoupe,0,2,0,VMC,Unknown
Substantial,Piper,0,0,0,VMC,Unknown
Substantial,Cessna,0,0,0,VMC,Unknown
Substantial,Evektor-aerotechnik as,0,0,0,VMC,Unknown
Substantial,Cessna,0,0,0,VMC,Unknown
Substantial,Bell,0,0,0,VMC,Unknown
Substantial,Oden weldon pat,1,0,0,VMC,Unknown
Destroyed,Cessna,4,0,0,VMC,Unknown
Destroyed,Cessna,1,0,0,VMC,Unknown
Substantial,Piper,0,1,1,VMC,Unknown
Minor,Colt balloons,0,0,3,VMC,Unknown
Substantial,Black christopher,0,0,0,VMC,Unknown
Substantial,Cessna,0,0,0,VMC,Unknown
Destroyed,Cessna,2,0,0,VMC,Unknown
Substantial,Cessna,1,0,0,VMC,Unknown
Substantial,Bosco don,0,0,0,VMC,Unknown
Substantial,Schweizer,0,2,0,VMC,Unknown
Substantial,Cessna,0,0,0,VMC,Unknown
Substantial,Piper,0,0,0,VMC,Unknown
Substantial,Piper,0,0,0,VMC,Unknown
Substantial,Aeronca,0,2,0,VMC,Unknown
Destroyed,Beech,2,0,0,VMC,Unknown
Substantial,Cessna,0,0,0,VMC,Unknown
Substantial,Mdhi,0,0,1,VMC,Unknown
Substantial,Wilderoder,2,0,0,VMC,Unknown
Substantial,Siler ronald e,0,0,1,VMC,Unknown
Substantial,Bell,1,0,0,VMC,Unknown
Substantial,Jannakos gregory p,0,0,0,VMC,Unknown
Substantial,Cessna,0,0,0,VMC,Unknown
Substantial,Cirrus design corp,0,0,0,VMC,Unknown
Substantial,Winder robert s,0,0,1,VMC,Unknown
Minor,Dehavilland,0,0,0,VMC,Unknown
Substantial,Continental copters inc.,0,0,0,VMC,Unknown
Substantial,Gulfstream-schweizer a/c corp,0,0,0,VMC,Unknown
Substantial,Hiller,0,0,0,VMC,Unknown
Destroyed,Piper,1,0,0,IMC,Unknown
Destroyed,Roscher frederick,0,1,0,VMC,Unknown
Substantial,Cessna,0,0,0,VMC,Unknown
Substantial,Ryan aeronautical,0,0,2,VMC,Unknown
Substantial,Bell,0,0,0,VMC,Unknown
Substantial,Bellanca,0,0,0,VMC,Unknown
Substantial,Aviat aircraft inc,0,0,0,VMC,Unknown
Substantial,Piper,0,0,0,VMC,Unknown
Destroyed,Federsen walter,2,0,0,VMC,Unknown
Substantial,Beech,0,0,1,VMC,Unknown
Substantial,Cessna,0,0,0,VMC,Unknown
Substantial,Ercoupe,0,2,0,VMC,Unknown
Substantial,Piper,0,0,0,VMC,Unknown
Substantial,Temco,1,0,0,VMC,Unknown
Substantial,Air tractor inc,0,0,0,VMC,Unknown
Substantial,Meyer,1,0,0,VMC,Unknown
Substantial,Piper,0,0,0,VMC,Unknown
Substantial,Cessna,0,1,0,VMC,Unknown
Substantial,Cessna,0,0,0,VMC,Unknown
Substantial,Air tractor inc,0,0,0,VMC,Unknown
Substantial,Sutton william j,0,0,0,VMC,Unknown
Substantial,Hughes,0,0,1,VMC,Unknown
Substantial,Render,0,0,2,VMC,Unknown
Substantial,Cessna aircraft co,0,0,0,VMC,Unknown
Substantial,Beech,0,0,0,VMC,Unknown
Substantial,Boeing,0,0,0,VMC,Unknown
Substantial,Bell,0,0,0,VMC,Unknown
Substantial,Mooney,1,0,1,VMC,Unknown
Substantial,Zimmerman,1,0,1,VMC,Unknown
Destroyed,Piper,0,0,4,VMC,Unknown
Minor,Piper,0,0,0,VMC,Unknown
Substantial,Robinson helicopter,0,1,0,VMC,Unknown
Substantial,Dehavilland,0,0,0,VMC,Unknown
Substantial,Piper,0,1,0,VMC,Unknown
Substantial,Aviat aircraft inc,0,0,0,VMC,Unknown
Substantial,Piper,0,0,0,VMC,Unknown
Substantial,S.n.i.a.s.,0,0,2,VMC,Unknown
Destroyed,Schweizer aircraft corp,1,0,0,VMC,Unknown
Substantial,Rans,0,0,0,VMC,Unknown
Destroyed,Larry ketterling,1,0,0,VMC,Unknown
Substantial,Mosquito,0,0,0,VMC,Unknown
Substantial,Cessna,0,1,0,VMC,Unknown
Substantial,Dehavilland,0,0,0,VMC,Unknown
Substantial,Aviat aircraft inc,0,0,0,VMC,Unknown
Destroyed,Cessna,2,0,0,VMC,Unknown
Substantial,Piper,0,2,0,IMC,Unknown
Substantial,Robinson helicopter company,0,0,0,VMC,Unknown
Substantial,Steven r mcneese,0,0,0,VMC,Unknown
Substantial,Piper,0,0,0,VMC,Unknown
Substantial,Hanson lonn,0,2,0,VMC,Unknown
Substantial,Piper,0,0,0,VMC,Unknown
Destroyed,Embraer,5,0,0,VMC,Unknown
Substantial,Great lakes,0,2,0,VMC,Unknown
Substantial,Cote james,0,0,0,VMC,Unknown
Substantial,David l thompson,0,0,2,VMC,Unknown
Substantial,Christen industries inc,0,0,0,VMC,Unknown
Substantial,Cessna,0,4,0,VMC,Unknown
Destroyed,David fitzgerald,2,0,0,VMC,Unknown
Substantial,Taylorcraft,0,0,0,VMC,Unknown
Substantial,Cessna,0,1,0,VMC,Unknown
Substantial,Raytheon aircraft company,0,0,0,VMC,Unknown
Substantial,Glasflugel,0,1,0,VMC,Unknown
Substantial,Piper,0,0,0,VMC,Unknown
Substantial,Piper,0,2,0,VMC,Unknown
Substantial,Phantom aircraft co,0,1,0,VMC,Unknown
Substantial,Enstrom,0,0,1,VMC,Unknown
Substantial,Aeronca,0,1,0,VMC,Unknown
Substantial,Jabiru usa sport aircraft llc,0,0,0,VMC,Unknown
Substantial,Piper,0,1,0,VMC,Unknown
Substantial,Piper,0,1,0,VMC,Unknown
Destroyed,Cessna,2,0,0,IMC,Unknown
Substantial,Kitfox,0,1,0,VMC,Unknown
Substantial,Piper,2,0,0,VMC,Unknown
Destroyed,Barger steve m,2,0,0,IMC,Unknown
Substantial,Aviat,0,0,0,VMC,Unknown
Substantial,Bombardier,0,0,0,VMC,Unknown
Substantial,Diamond aircraft ind inc,0,0,0,VMC,Unknown
Substantial,Schweizer,0,2,0,VMC,Unknown
Substantial,Cessna,0,0,0,VMC,Unknown
Destroyed,Piper,0,0,3,VMC,Unknown
Substantial,Ryan,0,0,0,VMC,Unknown
Substantial,Nelson,0,0,0,VMC,Unknown
Destroyed,Bell,1,0,0,VMC,Unknown
Substantial,Piper,1,0,1,VMC,Unknown
Substantial,Birchler boyd,0,1,0,VMC,Unknown
Substantial,Jackson jeremiah d,0,1,0,VMC,Unknown
Substantial,Aeronca,0,0,1,VMC,Unknown
Substantial,Dehavilland,0,0,0,VMC,Unknown
Substantial,Beech,0,0,0,VMC,Unknown
Substantial,Piper,0,0,0,VMC,Unknown
Substantial,Hughes,0,0,0,VMC,Unknown
Substantial,Piper,0,1,0,VMC,Unknown
Substantial,Evolution trikes,1,0,0,IMC,Unknown
Substantial,Piper,0,0,0,VMC,Unknown
Substantial,Mcdonnell douglas helicopter,0,0,0,VMC,Unknown
Substantial,Bell,1,0,0,VMC,Unknown
Substantial,Christen industries inc,0,2,0,VMC,Unknown
Substantial,Air tractor inc,0,0,1,VMC,Unknown
Substantial,Mooney,0,1,1,VMC,Unknown
Substantial,Cessna,0,3,0,VMC,Unknown
Destroyed,Cessna,7,0,0,IMC,Unknown
Substantial,Robinson helicopter,0,0,0,VMC,Unknown
Substantial,Cessna,0,0,0,VMC,Unknown
Substantial,Piper,0,1,0,VMC,Unknown
Substantial,Cessna,0,0,0,VMC,Unknown
Substantial,Cessna,2,0,0,VMC,Unknown
Substantial,Boeing,0,0,0,VMC,Unknown
Substantial,Cessna,0,0,0,VMC,Unknown
Substantial,Piper,0,1,0,VMC,Unknown
Substantial,Cessna,0,3,0,VMC,Unknown
Substantial,Cessna,0,0,0,VMC,Unknown
Destroyed,Cessna,2,0,0,VMC,Unknown
Substantial,Eipper formance inc,0,0,0,VMC,Unknown
Substantial,Piper,1,0,1,VMC,Unknown
Substantial,Cessna,0,0,0,VMC,Unknown
Substantial,Bellanca,0,0,2,VMC,Unknown
Substantial,North american,0,0,0,VMC,Unknown
Substantial,Cessna,0,0,0,VMC,Unknown
Substantial,Piper,0,0,0,VMC,Unknown
Substantial,Day william l,0,0,0,VMC,Unknown
Substantial,Boeing,0,0,0,VMC,Unknown
Substantial,Cessna,0,0,1,VMC,Unknown
Substantial,Cliff,1,0,1,VMC,Unknown
Destroyed,Lancair company,3,0,0,VMC,Unknown
Substantial,Cessna,1,0,1,VMC,Unknown
Substantial,Cessna,0,0,0,VMC,Unknown
Substantial,Let,0,0,1,VMC,Unknown
Substantial,Robinson helicopter,0,0,0,VMC,Unknown
Destroyed,Cessna,4,0,0,VMC,Unknown
Substantial,Terry w. thayer,0,0,0,VMC,Unknown
Substantial,Hughes,0,0,0,VMC,Unknown
Substantial,Beech,1,0,0,IMC,Unknown
Substantial,Air tractor,0,1,0,VMC,Unknown
Substantial,Mcdonnell douglas helicopter,2,0,0,VMC,Unknown
